POSTE;DATE;RR;DRR;TM;FXY;DXY;UM
75114001;20090618;0,2;92;18,3;5,4;310;73
75114001;20090619;0,0;0;16,3;6,1;320;61
75114001;20090620;0,4;22;14,5;6,8;340;71
75114001;20090621;0,0;0;16,2;6,3;330;69
75114001;20090622;0,0;0;16,5;4,9;40;60
75114001;20090623;0,0;0;18,6;6,1;30;55
75114001;20090624;0,0;0;20,9;6,4;30;56
75114001;20090625;0,4;35;22,8;4,4;80;64
75114001;20090626;0,0;0;20,5;6,0;320;78
75114001;20090627;0,0;0;21,1;4,2;360;64
75114001;20090628;0,0;0;22,6;3,5;30;65
75114001;20090629;0,0;0;25,2;4,5;70;57
75114001;20090630;0,0;0;25,6;4,8;10;57
75114001;20090701;0,0;0;25,1;4,5;30;62
75114001;20090702;0,0;0;25,8;5,7;10;61
75114001;20090703;0,0;0;23,0;4,8;230;62
75114001;20090704;0,0;0;23,3;3,2;100;56
75114001;20090705;0,0;6;22,7;6,4;240;59
75114001;20090706;0,0;19;19,9;6,6;280;64
75114001;20090707;2,2;187;17,2;6,9;240;72
75114001;20090708;0,6;118;16,9;7,3;240;75
75114001;20090709;0,0;8;16,9;7,0;320;62
75114001;20090710;0,0;0;16,5;4,9;310;61
75114001;20090711;1,5;311;19,0;3,8;150;66
75114001;20090712;0,0;135;20,6;4,9;230;75
75114001;20090713;0,0;0;20,6;5,0;210;69
75114001;20090714;0,0;0;21,5;5,1;210;59
75114001;20090715;0,0;0;21,3;6,5;240;54
75114001;20090716;18,3;86;24,0;7,9;180;57
75114001;20090717;2,4;121;16,9;7,3;240;76
75114001;20090718;0,4;115;17,1;7,2;240;72
75114001;20090719;0,0;0;18,3;6,8;220;67
75114001;20090720;0,0;0;19,8;5,6;240;59
75114001;20090721;0,4;55;25,5;6,8;180;55
75114001;20090722;6,4;165;22,1;6,4;320;72
75114001;20090723;6,0;51;18,8;5,7;200;83
75114001;20090724;1,6;53;17,6;6,8;250;75
75114001;20090725;0,0;0;18,4;4,5;240;67
75114001;20090726;0,0;0;21,0;4,3;160;59
75114001;20090727;2,2;98;18,3;5,3;260;71
75114001;20090728;0,0;0;20,4;5,2;180;55
75114001;20090729;0,2;15;21,8;7,4;240;54
75114001;20090730;0,0;0;18,4;5,6;260;59
75114001;20090731;0,0;0;20,2;3,6;80;50
75114001;20090801;5,0;432;22,0;4,9;220;56
75114001;20090802;0,0;0;18,1;5,4;290;71
75114001;20090803;0,0;0;19,2;3,4;40;55
75114001;20090804;0,0;0;21,7;3,9;140;57
75114001;20090805;0,0;0;24,3;3,2;120;50
75114001;20090806;0,0;0;25,4;6,3;310;52
75114001;20090807;0,2;75;20,5;5,5;310;76
75114001;20090808;0,0;0;20,6;4,0;340;72
75114001;20090809;0,0;0;22,7;5,1;30;58
75114001;20090810;0,0;0;23,0;5,7;230;57
75114001;20090811;0,0;110;20,7;4,4;340;72
75114001;20090812;0,0;0;22,4;5,5;310;65
75114001;20090813;0,0;0;20,3;5,2;310;78
75114001;20090814;0,0;0;21,8;3,4;30;58
75114001;20090815;0,0;0;25,0;4,7;320;51
75114001;20090816;0,0;0;23,7;4,1;360;65
75114001;20090817;0,0;0;19,9;5,9;320;69
75114001;20090818;0,0;0;21,9;3,4;10;58
75114001;20090819;0,0;0;27,3;4,5;190;54
75114001;20090820;0,0;13;24,7;6,3;250;59
75114001;20090821;0,0;0;20,3;4,7;360;50
75114001;20090822;0,0;0;21,3;4,5;80;45
75114001;20090823;0,0;0;22,8;4,4;140;44
75114001;20090824;7,8;155;20,7;4,7;240;70
75114001;20090825;0,0;0;19,2;4,5;240;68
75114001;20090826;0,0;0;20,4;5,9;220;59
75114001;20090827;0,0;36;21,1;5,4;230;70
75114001;20090828;0,0;0;18,7;6,9;260;55
75114001;20090829;0,0;0;17,1;4,3;280;60
75114001;20090830;0,0;0;18,4;3,8;230;55
75114001;20090831;0,0;0;22,4;5,2;150;45
75114001;20090901;5,4;310;19,0;4,9;190;73
75114001;20090902;2,4;258;17,5;6,2;190;73
75114001;20090903;2,8;244;16,7;8,3;240;71
75114001;20090904;3,6;89;14,4;7,3;300;77
75114001;20090905;0,0;22;14,9;4,8;320;72
75114001;20090906;0,0;0;16,3;3,0;140;70
75114001;20090907;0,0;0;18,7;3,1;180;68
75114001;20090908;0,0;0;21,5;3,5;140;62
75114001;20090909;0,0;5;19,7;6,0;360;74
75114001;20090910;0,0;38;18,1;7,0;10;73
75114001;20090911;0,0;0;16,6;6,9;30;66
75114001;20090912;0,0;0;16,7;7,3;50;66
75114001;20090913;0,0;0;15,7;7,1;10;72
75114001;20090914;10,0;127;15,2;6,8;50;76
75114001;20090915;0,0;0;14,3;4,8;10;76
75114001;20090916;0,0;0;16,3;8,0;10;82
75114001;20090917;0,0;0;16,7;6,3;10;78
75114001;20090918;0,0;0;19,3;4,3;60;75
75114001;20090919;0,0;0;19,3;3,7;150;73
75114001;20090920;0,0;0;18,8;4,1;360;
75114001;20090921;0,0;0;18,1;4,3;350;
75114001;20090922;0,0;0;18,0;3,1;330;70
75114001;20090923;0,0;0;16,4;4,2;50;75
75114001;20090924;0,0;0;17,0;5,0;;78
75114001;20090925;0,0;0;16,0;5,0;10;61
75114001;20090926;0,0;0;16,4;;;59
75114001;20090927;0,0;0;17,1;3,3;20;59
75114001;20090928;0,0;0;16,9;4,1;360;67
75114001;20090929;0,0;0;17,2;4,9;20;67
75114001;20090930;0,0;0;17,0;4,3;340;71
75114001;20091001;0,0;0;16,4;4,8;360;67
75114001;20091002;0,0;0;13,7;4,0;350;68
75114001;20091003;0,0;0;13,4;6,7;250;63
75114001;20091004;0,0;10;15,8;5,7;250;61
75114001;20091005;17,2;424;16,2;6,2;200;82
75114001;20091006;0,8;138;18,2;4,1;210;90
75114001;20091007;8,4;85;19,4;7,0;230;84
75114001;20091008;0,0;0;17,6;6,1;350;86
75114001;20091009;6,0;122;16,0;3,9;20;89
75114001;20091010;0,6;15;16,2;4,7;320;78
75114001;20091011;0,2;0;14,5;5,2;260;85
75114001;20091012;0,0;0;13,2;7,5;350;72
75114001;20091013;0,0;0;12,4;4,2;340;74
75114001;20091014;0,0;0;10,0;5,3;50;59
75114001;20091015;0,0;0;7,5;6,9;10;63
75114001;20091016;0,2;198;10,3;7,7;350;72
75114001;20091017;1,0;56;10,2;5,8;350;74
75114001;20091018;0,0;0;8,4;3,5;10;69
75114001;20091019;0,0;0;6,9;5,1;130;67
75114001;20091020;1,2;174;10,9;4,7;150;67
75114001;20091021;5,2;718;12,0;3,6;160;89
75114001;20091022;1,6;150;12,4;3,8;140;81
75114001;20091023;2,2;172;12,0;4,4;230;89
75114001;20091024;1,8;172;15,2;5,6;290;93
75114001;20091025;0,2;0;12,4;3,7;250;83
75114001;20091026;0,0;0;12,5;3,9;270;77
75114001;20091027;0,0;0;11,2;4,3;140;81
75114001;20091028;0,2;0;11,9;2,9;160;81
75114001;20091029;0,0;0;11,9;4,6;40;86
75114001;20091030;0,0;0;8,7;3,4;100;93
75114001;20091031;0,2;0;11,9;3,1;170;89
75114001;20091101;14,8;570;14,3;7,1;190;94
75114001;20091102;1,4;249;9,5;6,1;240;83
75114001;20091103;7,2;435;10,7;7,5;210;92
75114001;20091104;0,4;77;9,4;8,0;240;77
75114001;20091105;2,4;261;9,1;5,3;240;82
75114001;20091106;3,4;144;8,9;5,9;190;81
75114001;20091107;1,4;96;8,2;5,9;190;85
75114001;20091108;0,2;0;7,0;5,3;40;88
75114001;20091109;0,0;70;7,3;5,5;360;84
75114001;20091110;0,0;0;7,1;3,1;290;86
75114001;20091111;1,2;75;6,2;4,4;160;90
75114001;20091112;0,0;5;10,9;5,1;170;90
75114001;20091113;0,0;32;14,9;5,6;200;74
75114001;20091114;4,6;223;13,2;9,8;240;73
75114001;20091115;3,8;287;11,9;5,4;200;83
75114001;20091116;3,2;310;13,7;5,5;200;87
75114001;20091117;2,2;315;10,9;5,0;210;90
75114001;20091118;0,0;0;10,8;6,5;210;84
75114001;20091119;0,2;0;10,0;4,5;190;89
75114001;20091120;0,8;110;12,6;5,2;180;82
75114001;20091121;5,8;341;14,5;6,5;210;74
75114001;20091122;1,0;67;11,2;9,0;200;81
75114001;20091123;4,0;434;12,0;8,3;240;82
75114001;20091124;0,0;10;13,6;6,8;240;79
75114001;20091125;2,8;254;10,2;7,7;200;83
75114001;20091126;1,8;150;9,7;7,1;200;83
75114001;20091127;0,0;0;8,9;9,2;200;74
75114001;20091128;3,6;343;9,7;9,0;190;81
75114001;20091129;2,6;135;8,7;7,9;180;77
75114001;20091130;5,2;172;6,3;5,3;190;88
75114001;20091201;0,0;105;6,9;5,7;310;76
75114001;20091202;4,0;720;7,6;6,8;170;89
75114001;20091203;1,4;295;8,6;7,8;240;79
75114001;20091204;2,6;340;5,8;5,7;180;79
75114001;20091205;4,0;290;10,3;6,0;170;90
75114001;20091206;1,8;359;10,8;8,3;200;81
75114001;20091207;1,6;200;7,6;7,8;210;91
75114001;20091208;5,8;733;7,4;6,0;260;83
75114001;20091209;3,4;477;11,4;4,3;170;96
75114001;20091210;0,0;0;10,1;5,4;310;81
75114001;20091211;0,2;0;7,4;5,8;10;80
75114001;20091212;0,0;54;4,4;6,6;20;79
75114001;20091213;0,0;75;1,8;6,4;20;77
75114001;20091214;0,0;0;0,0;6,6;50;65
75114001;20091215;0,0;0;-0,9;5,8;70;65
75114001;20091216;0,0;24;-0,6;3,7;10;64
75114001;20091217;5,0;682;-0,8;4,0;310;88
75114001;20091218;0,9;;-1,6;8,0;50;80
75114001;20091219;0,0;260;-2,2;5,0;360;66
75114001;20091220;2,2;206;-0,3;7,5;210;89
75114001;20091221;6,7;775;0,9;4,4;170;94
75114001;20091222;0,0;;2,6;5,2;240;94
75114001;20091223;0,0;25;2,7;4,4;170;93
75114001;20091224;9,4;692;3,3;4,8;310;97
75114001;20091225;1,2;110;4,9;6,6;240;81
75114001;20091226;0,0;9;2,6;4,2;190;85
75114001;20091227;0,0;0;5,1;7,1;240;79
75114001;20091228;5,2;500;3,8;4,5;100;90
75114001;20091229;5,2;310;9,2;5,5;200;92
75114001;20091230;10,6;846;10,1;5,1;200;89
75114001;20091231;0,2;227;5,2;6,2;10;94
75114001;20100101;0,0;45;0,9;7,3;360;76
75114001;20100102;0,0;7;1,0;4,5;270;81
75114001;20100103;0,0;0;0,2;5,1;20;83
75114001;20100104;0,0;0;-3,6;4,7;40;74
75114001;20100105;0,0;0;-2,2;2,9;100;73
75114001;20100106;0,4;343;-2,6;4,1;150;84
75114001;20100107;0,8;156;-2,9;4,6;30;83
75114001;20100108;0,0;0;-3,8;8,7;360;79
75114001;20100109;0,2;301;-1,8;7,5;10;80
75114001;20100110;0,0;56;-0,4;6,1;360;83
75114001;20100111;0,0;0;0,2;3,4;320;80
75114001;20100112;1,2;380;0,0;5,7;110;79
75114001;20100113;0,6;62;1,4;3,8;200;94
75114001;20100114;0,0;0;3,7;4,2;280;87
75114001;20100115;0,0;0;3,3;5,0;160;89
75114001;20100116;9,6;647;4,9;6,1;150;92
75114001;20100117;0,0;10;7,7;7,8;250;81
75114001;20100118;0,0;0;4,6;2,9;320;95
75114001;20100119;0,0;0;1,8;4,2;110;94
75114001;20100120;7,2;501;2,8;4,5;120;93
75114001;20100121;0,0;0;5,0;3,8;310;82
75114001;20100122;0,0;20;5,9;5,0;140;80
75114001;20100123;1,4;394;4,2;3,7;150;86
75114001;20100124;0,6;280;5,2;5,6;320;84
75114001;20100125;0,0;60;4,4;5,4;20;77
75114001;20100126;0,0;60;-0,4;6,4;30;77
75114001;20100127;0,0;15;-0,8;6,1;30;65
75114001;20100128;0,6;110;5,2;4,4;310;81
75114001;20100129;5,8;508;4,2;8,2;340;85
75114001;20100130;0,0;0;1,3;6,4;330;73
75114001;20100131;0,0;21;1,6;4,7;240;69
75114001;20100201;1,0;71;2,3;5,2;310;76
75114001;20100202;1,6;358;4,7;7,8;210;85
75114001;20100203;0,2;55;8,8;8,1;240;82
75114001;20100204;11,2;320;7,1;4,7;140;73
75114001;20100205;2,0;239;8,3;5,1;240;81
75114001;20100206;4,0;283;6,6;4,6;10;89
75114001;20100207;0,0;111;4,7;5,0;10;78
75114001;20100208;0,0;305;3,3;5,2;20;78
75114001;20100209;0,0;383;-0,9;7,3;10;79
75114001;20100210;1,2;246;-1,5;8,6;10;77
75114001;20100211;0,0;332;-2,1;9,0;10;74
75114001;20100212;0,0;34;-1,9;7,9;10;73
75114001;20100213;0,0;51;-2,4;5,4;10;74
75114001;20100214;0,0;0;0,0;3,8;10;65
75114001;20100215;0,0;0;0,4;4,7;210;73
75114001;20100216;0,0;95;0,0;3,6;130;67
75114001;20100217;0,0;309;3,1;3,4;240;86
75114001;20100218;0,8;43;5,3;7,2;200;84
75114001;20100219;0,0;0;5,0;5,2;250;68
75114001;20100220;1,4;69;3,0;4,7;200;80
75114001;20100221;0,6;103;5,0;5,1;190;81
75114001;20100222;3,8;493;9,7;9,5;200;78
75114001;20100223;1,0;179;10,6;6,5;220;83
75114001;20100224;6,4;532;9,0;9,1;200;84
75114001;20100225;3,8;244;9,8;6,5;210;85
75114001;20100226;2,2;153;8,5;9,2;240;67
75114001;20100227;11,0;545;8,4;5,4;170;72
75114001;20100228;1,4;197;8,4;16,5;240;75
75114001;20100301;3,6;297;7,0;4,6;240;66
75114001;20100302;0,0;0;7,7;6,0;40;63
75114001;20100303;0,0;0;6,1;7,0;50;51
75114001;20100304;0,0;0;4,7;8,2;10;52
75114001;20100305;0,0;0;3,0;5,4;10;62
75114001;20100306;0,0;0;3,5;7,8;10;62
75114001;20100307;0,0;0;0,7;9,1;40;46
75114001;20100308;0,0;0;1,7;8,3;70;46
75114001;20100309;0,0;0;1,2;8,2;30;51
75114001;20100310;0,0;0;3,1;8,8;20;44
75114001;20100311;0,0;0;2,3;7,5;360;66
75114001;20100312;0,0;0;4,1;4,2;340;67
75114001;20100313;0,0;0;6,1;4,6;350;67
75114001;20100314;0,0;64;6,6;4,5;310;64
75114001;20100315;0,0;0;8,3;5,3;310;64
75114001;20100316;0,0;0;8,9;2,7;230;54
75114001;20100317;0,0;0;11,3;5,0;210;44
75114001;20100318;0,0;0;13,9;7,3;210;40
75114001;20100319;6,0;316;15,4;5,8;190;63
75114001;20100320;13,4;632;14,4;6,6;200;84
75114001;20100321;0,0;0;10,3;8,1;250;73
75114001;20100322;0,0;0;11,0;4,1;220;68
75114001;20100323;0,0;0;11,7;4,0;190;66
75114001;20100324;0,0;5;14,8;5,9;170;58
75114001;20100325;5,4;440;13,7;8,7;230;65
75114001;20100326;2,4;202;10,0;7,9;210;72
75114001;20100327;0,4;43;9,9;5,8;300;75
75114001;20100328;1,8;537;11,0;5,7;200;83
75114001;20100329;6,8;114;13,4;5,5;120;77
75114001;20100330;3,4;177;9,6;7,8;280;75
75114001;20100331;0,8;45;7,5;11,0;240;63
75114001;20100401;0,0;0;7,5;5,8;260;52
75114001;20100402;5,8;240;7,6;6,9;200;77
75114001;20100403;5,4;336;8,6;7,1;190;81
75114001;20100404;0,0;11;8,4;7,8;240;64
75114001;20100405;0,0;0;8,8;4,7;180;62
75114001;20100406;0,0;0;12,7;5,6;140;51
75114001;20100407;1,0;142;13,0;5,7;280;63
75114001;20100408;0,0;0;10,6;6,0;350;71
75114001;20100409;0,0;0;12,3;6,1;30;55
75114001;20100410;0,0;0;12,3;6,4;10;58
75114001;20100411;0,0;0;9,1;8,4;30;60
75114001;20100412;0,0;23;9,1;8,0;40;64
75114001;20100413;0,8;205;11,2;8,5;10;67
75114001;20100414;0,0;0;10,5;6,0;350;66
75114001;20100415;0,8;25;11,6;7,7;50;60
75114001;20100416;0,0;0;10,4;6,7;20;58
75114001;20100417;0,0;0;12,2;4,1;20;50
75114001;20100418;0,0;0;15,2;3,9;360;41
75114001;20100419;0,0;0;14,9;4,2;20;41
75114001;20100420;0,0;0;13,0;5,3;320;46
75114001;20100421;0,0;0;11,6;5,9;30;46
75114001;20100422;0,0;0;11,1;5,5;50;43
75114001;20100423;0,0;0;13,2;5,0;30;39
75114001;20100424;0,0;0;17,0;3,1;180;33
75114001;20100425;0,0;0;17,4;5,3;320;49
75114001;20100426;0,0;0;13,7;4,2;320;64
75114001;20100427;0,0;0;15,7;4,5;40;55
75114001;20100428;0,0;0;19,4;4,7;150;45
75114001;20100429;0,0;8;20,4;7,3;200;51
75114001;20100430;0,0;75;14,5;5,3;240;60
75114001;20100501;0,8;35;14,0;5,2;230;58
75114001;20100502;7,8;303;11,4;5,7;230;71
75114001;20100503;0,4;52;7,8;7,7;350;72
75114001;20100504;0,0;0;9,1;9,6;360;60
75114001;20100505;0,0;0;9,3;9,1;10;59
75114001;20100506;0,0;0;10,4;7,1;350;57
75114001;20100507;0,0;0;9,8;4,8;10;62
75114001;20100508;2,8;245;11,9;4,4;50;66
75114001;20100509;0,0;0;13,3;5,4;10;65
75114001;20100510;7,8;430;11,6;5,7;20;76
75114001;20100511;4,8;800;6,8;6,9;360;86
75114001;20100512;0,0;0;7,9;5,5;10;71
75114001;20100513;0,0;3;8,6;4,2;360;69
75114001;20100514;1,4;275;9,2;2,6;340;75
75114001;20100515;0,0;0;12,5;5,7;360;48
75114001;20100516;0,2;35;13,2;5,1;260;55
75114001;20100517;0,0;0;13,9;5,4;310;58
75114001;20100518;0,0;0;14,2;4,3;350;50
75114001;20100519;0,0;0;15,2;5,7;350;42
75114001;20100520;0,0;0;17,0;5,9;360;50
75114001;20100521;0,0;0;18,7;5,4;30;56
75114001;20100522;0,0;0;19,3;6,2;10;51
75114001;20100523;0,0;0;21,0;4,5;50;50
75114001;20100524;0,0;0;24,0;3,5;260;44
75114001;20100525;1,0;15;22,8;6,8;200;56
75114001;20100526;3,0;84;17,2;6,8;240;74
75114001;20100527;18,1;418;15,2;3,8;320;82
75114001;20100528;0,2;0;15,8;4,8;330;53
75114001;20100529;1,2;260;15,2;6,4;200;69
75114001;20100530;0,6;32;15,0;6,6;250;74
75114001;20100531;0,0;0;14,4;5,7;330;65
75114001;20100601;5,8;284;14,1;3,5;80;80
75114001;20100602;0,0;0;16,8;5,4;10;65
75114001;20100603;0,0;0;19,6;5,1;30;52
75114001;20100604;0,0;0;22,7;3,6;60;47
75114001;20100605;0,0;0;24,4;3,1;140;49
75114001;20100606;6,1;47;20,0;6,8;260;67
75114001;20100607;0,0;0;18,3;4,7;240;61
75114001;20100608;1,6;263;19,2;6,4;210;67
75114001;20100609;5,6;581;17,0;3,3;190;88
75114001;20100610;3,6;275;19,0;5,6;180;85
75114001;20100611;15,6;370;21,2;5,2;10;64
75114001;20100612;0,4;0;17,4;5,5;10;75
75114001;20100613;0,0;0;16,2;4,2;30;62
75114001;20100614;0,4;97;17,1;6,1;260;69
75114001;20100615;0,0;0;17,0;8,5;10;67
75114001;20100616;0,0;0;17,4;8,5;20;56
75114001;20100617;0,2;61;16,7;7,7;40;64
75114001;20100618;0,8;266;16,6;6,3;350;70
75114001;20100619;0,4;80;13,1;9,0;360;64
75114001;20100620;0,0;19;12,4;7,4;360;66
75114001;20100621;0,0;0;14,7;4,8;360;63
75114001;20100622;0,0;0;18,5;5,5;350;55
75114001;20100623;0,0;0;21,0;4,9;40;52
75114001;20100624;0,0;0;22,0;5,1;360;48
75114001;20100625;0,0;0;22,3;3,7;340;49
75114001;20100626;0,0;0;24,4;3,8;40;49
75114001;20100627;0,0;0;26,0;4,3;10;45
75114001;20100628;2,4;165;24,8;6,8;150;53
75114001;20100629;0,0;0;23,3;5,2;320;45
75114001;20100630;0,0;0;24,9;3,8;250;40
75114001;20100701;0,0;0;27,3;5,1;210;43
75114001;20100702;0,8;29;27,2;7,8;240;53
75114001;20100703;14,7;191;20,7;4,5;310;77
75114001;20100704;0,0;0;21,6;5,6;340;49
75114001;20100705;0,0;0;20,3;6,5;320;59
75114001;20100706;0,0;0;20,0;3,9;310;52
75114001;20100707;0,0;0;23,9;3,7;150;43
75114001;20100708;0,6;19;27,3;3,3;190;37
75114001;20100709;0,0;0;27,5;5,2;190;52
75114001;20100710;0,4;53;24,2;4,9;10;61
75114001;20100711;28,9;88;26,1;5,3;200;51
75114001;20100712;4,0;84;23,0;6,2;230;64
75114001;20100713;0,0;0;23,4;7,6;210;55
75114001;20100714;43,1;359;19,5;6,4;200;75
75114001;20100715;0,0;0;19,7;7,0;200;57
75114001;20100716;0,0;0;19,9;6,1;230;63
75114001;20100717;0,0;0;18,8;5,2;240;55
75114001;20100718;0,0;0;20,3;3,5;20;41
75114001;20100719;0,0;0;23,8;3,4;20;40
75114001;20100720;0,0;0;26,0;4,2;240;41
75114001;20100721;0,4;151;20,6;6,3;190;65
75114001;20100722;0,8;20;20,7;4,6;200;54
75114001;20100723;0,2;115;18,8;5,9;330;65
75114001;20100724;0,0;20;19,8;3,2;300;58
75114001;20100725;0,0;0;19,6;4,3;320;62
75114001;20100726;2,0;107;20,3;5,5;320;71
75114001;20100727;0,0;0;21,9;5,1;320;69
75114001;20100728;0,0;0;21,9;5,4;310;57
75114001;20100729;0,0;0;18,6;5,2;340;59
75114001;20100730;0,0;0;20,5;3,1;320;54
75114001;20100731;0,0;35;23,6;5,1;330;52
75114001;20100801;0,0;10;20,3;4,2;320;60
75114001;20100802;9,9;398;19,2;5,8;300;70
75114001;20100803;0,0;0;19,5;3,9;330;58
75114001;20100804;2,6;75;18,9;5,7;240;67
75114001;20100805;0,0;0;17,8;6,3;330;56
75114001;20100806;0,0;0;18,7;3,5;220;56
75114001;20100807;1,0;35;19,8;5,8;310;66
75114001;20100808;0,0;0;19,6;3,8;310;66
75114001;20100809;0,0;0;22,0;4,4;360;54
75114001;20100810;1,2;116;20,5;6,2;200;63
75114001;20100811;0,4;100;19,8;5,3;330;74
75114001;20100812;0,0;0;18,6;4,9;340;59
75114001;20100813;0,0;33;17,6;4,1;310;61
75114001;20100814;14,3;319;17,4;3,7;250;67
75114001;20100815;35,8;1440;15,4;6,0;360;87
75114001;20100816;5,6;308;15,9;4,9;290;79
75114001;20100817;0,2;228;17,3;5,6;240;71
75114001;20100818;0,0;0;17,6;5,7;240;64
75114001;20100819;0,0;0;19,3;4,7;160;58
75114001;20100820;0,0;0;23,7;5,3;210;55
75114001;20100821;0,0;8;25,1;4,4;190;55
75114001;20100822;0,0;48;24,5;4,6;190;63
75114001;20100823;6,0;163;21,3;6,6;210;71
75114001;20100824;0,0;0;18,1;6,0;250;55
75114001;20100825;0,0;44;19,5;5,7;200;59
75114001;20100826;1,2;87;22,2;4,7;210;77
75114001;20100827;1,8;64;20,0;7,5;340;74
75114001;20100828;0,4;18;16,9;5,7;330;58
75114001;20100829;2,4;93;15,6;7,9;340;66
75114001;20100830;0,0;0;14,9;6,9;350;64
75114001;20100831;0,0;0;16,1;4,6;70;60
75114001;20100901;0,0;0;17,6;5,7;50;56
75114001;20100902;0,0;0;18,4;4,8;30;58
75114001;20100903;0,0;0;18,7;4,3;40;60
75114001;20100904;0,0;0;18,2;4,7;40;61
75114001;20100905;0,0;6;19,1;4,2;80;54
75114001;20100906;1,8;216;17,6;4,5;110;69
75114001;20100907;10,8;480;17,8;3,7;250;73
75114001;20100908;2,4;379;15,4;5,9;260;86
75114001;20100909;6,0;150;16,1;5,6;250;81
75114001;20100910;0,0;0;17,3;4,0;210;71
75114001;20100911;0,0;0;19,2;3,9;180;66
75114001;20100912;0,6;156;17,5;6,4;320;69
75114001;20100913;0,0;0;17,3;3,9;240;61
75114001;20100914;7,2;240;18,9;5,4;240;58
75114001;20100915;0,2;15;16,4;5,7;250;64
75114001;20100916;0,0;0;15,3;5,0;230;62
75114001;20100917;0,0;0;14,1;4,8;330;63
75114001;20100918;0,0;0;13,2;4,0;320;59
75114001;20100919;0,0;0;14,3;3,3;240;58
75114001;20100920;0,0;0;15,9;2,6;160;56
75114001;20100921;0,0;0;17,6;3,2;90;56
75114001;20100922;0,0;0;18,8;3,4;180;59
75114001;20100923;14,3;623;18,4;4,8;230;68
75114001;20100924;2,2;283;14,8;6,6;320;81
75114001;20100925;0,0;47;12,2;7,8;340;68
75114001;20100926;10,0;602;10,6;5,9;280;77
75114001;20100927;0,0;0;11,1;2,7;320;79
75114001;20100928;0,0;0;13,7;2,9;310;79
75114001;20100929;2,4;315;16,1;;;73
75114001;20100930;1,2;105;14,3;3,7;320;76
75114001;20101001;9,2;685;13,2;5,9;180;84
75114001;20101002;0,0;30;17,7;5,8;210;80
75114001;20101003;0,6;130;19,5;6,4;170;67
75114001;20101004;2,4;306;16,8;4,3;140;82
75114001;20101005;1,0;425;15,3;5,4;180;87
75114001;20101006;0,2;123;16,2;4,3;240;81
75114001;20101007;0,0;0;18,0;4,3;100;75
75114001;20101008;0,0;0;17,9;3,1;80;77
75114001;20101009;0,0;0;18,6;4,4;140;75
75114001;20101010;0,0;0;15,4;6,2;40;65
75114001;20101011;0,0;0;14,3;8,0;40;50
75114001;20101012;0,0;0;11,6;6,4;10;62
75114001;20101013;0,0;0;9,6;7,1;10;71
75114001;20101014;0,0;0;10,5;5,5;10;68
75114001;20101015;4,2;390;11,4;4,1;30;76
75114001;20101016;0,2;11;10,4;8,6;360;74
75114001;20101017;0,0;0;6,8;7,1;20;72
75114001;20101018;0,0;0;9,4;5,8;240;65
75114001;20101019;1,4;192;11,1;5,7;240;76
75114001;20101020;0,0;0;8,3;8,2;310;64
75114001;20101021;0,0;0;5,9;3,0;210;62
75114001;20101022;0,0;0;6,0;2,4;160;64
75114001;20101023;3,4;137;7,3;7,4;290;79
75114001;20101024;0,0;18;8,3;5,0;10;75
75114001;20101025;0,0;4;7,8;6,3;20;70
75114001;20101026;0,0;0;7,9;4,2;170;67
75114001;20101027;0,2;95;10,8;5,0;210;55
75114001;20101028;0,0;0;11,0;4,3;170;80
75114001;20101029;5,6;415;12,7;5,5;140;67
75114001;20101030;2,8;175;11,9;5,7;190;82
75114001;20101031;0,0;0;12,4;3,7;140;80
75114001;20101101;0,0;0;11,4;5,0;310;80
75114001;20101102;0,0;30;10,8;5,1;210;88
75114001;20101103;0,0;47;14,5;5,3;240;80
75114001;20101104;0,0;16;15,4;6,1;250;78
75114001;20101105;0,0;0;15,1;6,0;250;67
75114001;20101106;15,9;949;11,9;5,6;240;84
75114001;20101107;10,6;205;7,5;5,3;10;86
75114001;20101108;12,0;454;5,4;8,4;150;89
75114001;20101109;7,0;800;8,6;4,6;170;90
75114001;20101110;0,4;39;7,6;6,4;330;78
75114001;20101111;10,6;590;8,2;9,6;260;83
75114001;20101112;1,8;398;13,4;8,1;240;76
75114001;20101113;2,8;891;14,4;9,5;210;83
75114001;20101114;0,0;273;12,4;7,6;200;78
75114001;20101115;1,4;126;9,0;3,0;200;83
75114001;20101116;0,0;0;8,2;2,8;110;80
75114001;20101117;0,2;160;5,1;4,1;130;82
75114001;20101118;0,0;145;7,0;3,6;200;85
75114001;20101119;0,0;0;6,6;3,5;170;91
75114001;20101120;2,6;390;8,1;4,8;80;78
75114001;20101121;0,8;824;6,0;5,3;10;89
75114001;20101122;0,0;0;4,9;5,5;350;78
75114001;20101123;0,2;51;5,3;4,2;310;77
75114001;20101124;3,0;;5,7;4,6;250;78
75114001;20101125;0,0;53;3,4;5,7;10;80
75114001;20101126;1,0;72;1,1;5,8;300;84
75114001;20101127;0,0;0;0,7;3,7;110;76
75114001;20101128;1,0;405;1,0;4,3;40;78
75114001;20101129;0,0;0;-0,7;4,5;350;81
75114001;20101130;0,0;0;-1,7;6,4;50;77
75114001;20101201;0,0;1190;-1,7;6,5;40;75
75114001;20101202;0,0;200;-1,4;4,8;190;80
75114001;20101203;0,0;0;-0,6;4,7;50;71
75114001;20101204;2,4;339;0,0;7,1;170;81
75114001;20101205;0,2;255;3,0;5,7;190;75
